epoch, train_loss        , test_loss         , train_acc          , test_acc
    1, 4.586716179113501 , 4.597828388214111 , 0.07896221094190638, 0.0
    2, 4.584969387979609 , 4.595260143280029 , 0.09813874788494077, 0.0
    3, 4.582405012607306 , 4.592338562011719 , 0.11787930062041738, 0.0
    4, 4.5796211528293975, 4.589277267456055 , 0.1359278059785674 , 0.0
    5, 4.576740763783119 , 4.586142063140869 , 0.17202481669486747, 0.0
    6, 4.573765060824993 , 4.582956314086914 , 0.20078962210941906, 0.0
    7, 4.5707384446752455, 4.57974100112915  , 0.20248166948674562, 0.0
    8, 4.567714822406629 , 4.576479434967041 , 0.20304568527918782, 0.0
    9, 4.564592793104814 , 4.573211193084717 , 0.20304568527918782, 0.0
   10, 4.561507545886441 , 4.569903373718262 , 0.20360970107163   , 0.0
   11, 4.558341703775302 , 4.56656551361084  , 0.20473773265651438, 0.002105263157894737
   12, 4.555197006285829 , 4.56318998336792  , 0.21037789058093626, 0.00631578947368421
   13, 4.552003172784623 , 4.559787273406982 , 0.22617033276931753, 0.035789473684210524
   14, 4.5487453710273105, 4.556335926055908 , 0.2521150592216582 , 0.09052631578947369
   15, 4.545426776432009 , 4.552853584289551 , 0.3107727016356458 , 0.16631578947368422
   16, 4.542121050792162 , 4.549309730529785 , 0.39537507050197407, 0.26526315789473687
   17, 4.538726853167883 , 4.545717716217041 , 0.48392554991539766, 0.4
   18, 4.535325118396757 , 4.542080402374268 , 0.5222786238014664 , 0.4863157894736842
   19, 4.531863242976086 , 4.538399696350098 , 0.5217146080090242 , 0.5305263157894737
   20, 4.5283053624582905, 4.534674644470215 , 0.5155104342921601 , 0.5557894736842105
   21, 4.524794481732519 , 4.530892372131348 , 0.5098702763677383 , 0.5621052631578948
   22, 4.521164129766044 , 4.52705717086792  , 0.5064861816130851 , 0.5663157894736842
   23, 4.517472702301766 , 4.523168087005615 , 0.49915397631133673, 0.5663157894736842
   24, 4.513773015845784 , 4.519199848175049 , 0.49294980259447263, 0.5684210526315789
   25, 4.509958690260334 , 4.515171527862549 , 0.4867456288776086 , 0.5684210526315789
   26, 4.506107905054926 , 4.511075019836426 , 0.4703891708967851 , 0.5684210526315789
   27, 4.502186675698355 , 4.506928443908691 , 0.4703891708967851 , 0.5684210526315789
   28, 4.498128484617299 , 4.502696514129639 , 0.4703891708967851 , 0.5684210526315789
   29, 4.49407389469222  , 4.498385906219482 , 0.4703891708967851 , 0.5684210526315789
   30, 4.489876674785496 , 4.493991374969482 , 0.4703891708967851 , 0.5684210526315789
   31, 4.485657646773027 , 4.4894938468933105, 0.4703891708967851 , 0.5684210526315789
   32, 4.481308563509971 , 4.484930515289307 , 0.4703891708967851 , 0.5684210526315789
   33, 4.476898133115989 , 4.480274677276611 , 0.4703891708967851 , 0.5684210526315789
   34, 4.472387009667463 , 4.475511074066162 , 0.4703891708967851 , 0.5684210526315789
   35, 4.467790966173786 , 4.4706621170043945, 0.4703891708967851 , 0.5684210526315789
   36, 4.4630512653335765, 4.465682506561279 , 0.4703891708967851 , 0.5684210526315789
   37, 4.458174516169015 , 4.460580348968506 , 0.4703891708967851 , 0.5684210526315789
   38, 4.453192807696192 , 4.4553093910217285, 0.4703891708967851 , 0.5684210526315789
   39, 4.448074647147172 , 4.449893951416016 , 0.4703891708967851 , 0.5684210526315789
   40, 4.4427830991406125, 4.444320201873779 , 0.4703891708967851 , 0.5684210526315789
   41, 4.437318963783983 , 4.438543319702148 , 0.4703891708967851 , 0.5684210526315789
   42, 4.431651651691194 , 4.432571887969971 , 0.4703891708967851 , 0.5684210526315789
   43, 4.425807400739469 , 4.426380157470703 , 0.4703891708967851 , 0.5684210526315789
   44, 4.419641605286833 , 4.41995906829834  , 0.4703891708967851 , 0.5684210526315789
   45, 4.4133137817511905, 4.413250923156738 , 0.4703891708967851 , 0.5684210526315789
   46, 4.406721818131104 , 4.40625524520874  , 0.4703891708967851 , 0.5684210526315789
   47, 4.399780313779053 , 4.398960113525391 , 0.4703891708967851 , 0.5684210526315789
   48, 4.392553616430688 , 4.391339302062988 , 0.4703891708967851 , 0.5684210526315789
   49, 4.385016972777942 , 4.383333683013916 , 0.4703891708967851 , 0.5684210526315789
