epoch,train_loss,test_loss,train_acc,test_acc
1,1.4693884326452868,1.385560393333435,0.25944726452340666,0.25473684210526315
2,1.4711444728198324,1.4017592668533325,0.25662718556119574,0.25473684210526315
3,1.4477085178340818,1.4201494455337524,0.2662154540327129,0.25473684210526315
4,1.4733618775532868,1.441124677658081,0.26057529610829105,0.25473684210526315
5,1.4386190982168836,1.4662857055664062,0.2899041173152848,0.25473684210526315
6,1.4139843003869528,1.4924062490463257,0.30851663846587707,0.25473684210526315
7,1.429723772636861,1.5206025838851929,0.2955442752397067,0.25473684210526315
8,1.3987862876896393,1.5523098707199097,0.3260011280315849,0.03368421052631579
9,1.3863970188521693,1.5878610610961914,0.320360970107163,0.0
10,1.3673372023938002,1.6238287687301636,0.3310772701635646,0.0
11,1.3384278582370153,1.6653496026992798,0.3575860124083474,0.0
12,1.3274224717537697,1.7090030908584595,0.3581500282007896,0.0
13,1.3107714989194745,1.7513340711593628,0.3818386914833615,0.0
14,1.2970903456984304,1.79703950881958,0.38973491257755216,0.0
15,1.3174695025307945,1.841681957244873,0.36830231246474904,0.0
16,1.2734389971422733,1.8833976984024048,0.4179357021996616,0.0
17,1.2502140781668305,1.9175511598587036,0.4467005076142132,0.002105263157894737
18,1.24468550538183,1.947728157043457,0.446136491821771,0.004210526315789474
19,1.2328829720944117,1.9701040983200073,0.44839255499153974,0.004210526315789474
20,1.2046272083654688,1.9874482154846191,0.47320924985899604,0.004210526315789474
21,1.2258092614801603,2.000814914703369,0.43034404963338974,0.004210526315789474
22,1.1959450113121157,2.008786201477051,0.4754653130287648,0.004210526315789474
23,1.1872210680799704,2.009969472885132,0.476029328821207,0.008421052631578947
24,1.1832844153408002,2.012061357498169,0.47715736040609136,0.01263157894736842
25,1.1610335841800155,2.0104494094848633,0.49633389734912575,0.016842105263157894
26,1.1602667348235594,2.0078766345977783,0.494077834179357,0.02526315789473684
27,1.148279594420311,1.99979567527771,0.514946418499718,0.02736842105263158
28,1.1397787798479728,1.9958198070526123,0.5126903553299492,0.035789473684210524
29,1.1261250701114678,1.9928067922592163,0.5098702763677383,0.05473684210526316
30,1.1232063936366916,1.9851328134536743,0.5290468133107727,0.07157894736842105
31,1.09799762358453,1.9812474250793457,0.5335589396503102,0.07368421052631578
32,1.0964224278019163,1.9793592691421509,0.5313028764805414,0.08421052631578947
33,1.079582827278133,1.9760675430297852,0.5555555555555556,0.09052631578947369
34,1.0641961329008855,1.9757651090621948,0.562887760857304,0.1031578947368421
35,1.0601923514810982,1.9744505882263184,0.5668358714043993,0.10526315789473684
36,1.0739770552833674,1.974287986755371,0.55668358714044,0.11368421052631579
37,1.0545447998240514,1.9770303964614868,0.562887760857304,0.12
38,1.0301245748156285,1.9799857139587402,0.5781161872532431,0.12421052631578948
39,1.025024642261219,1.9810194969177246,0.5781161872532431,0.13263157894736843
40,1.0210855259978697,1.98481285572052,0.5860124083474337,0.13263157894736843
41,1.015831090741015,1.99012291431427,0.5860124083474337,0.14105263157894737
42,1.0196189473593766,1.9965771436691284,0.5871404399323181,0.1431578947368421
43,1.0161904896038505,1.9972962141036987,0.5865764241398759,0.1431578947368421
44,1.0102685588736084,1.998441219329834,0.5848843767625493,0.14526315789473684
45,0.9791488958090897,2.002715587615967,0.6147772137619854,0.14736842105263157
46,1.0003800022353309,2.0062737464904785,0.5972927241962775,0.14947368421052631
47,0.9872233326396093,2.01031756401062,0.5950366610265088,0.15578947368421053
48,0.9754154649886181,2.0158233642578125,0.6012408347433729,0.15789473684210525
49,0.9568498612996621,2.0152645111083984,0.6187253243090807,0.16
50,0.9592544984763716,2.0196425914764404,0.601804850535815,0.16421052631578947
51,0.9515538189751377,2.0264575481414795,0.6198533558939651,0.16842105263157894
52,0.9685174551510367,2.0259838104248047,0.6159052453468697,0.16842105263157894
53,0.9361419437029774,2.0254368782043457,0.6277495769881557,0.16842105263157894
54,0.9417688073711212,2.0272440910339355,0.6249294980259448,0.1705263157894737
55,0.9386387764567113,2.031858205795288,0.6170332769317541,0.1726315789473684
56,0.92156682784989,2.0341999530792236,0.6266215454032713,0.1726315789473684
57,0.9284216931359753,2.0406453609466553,0.6322617033276932,0.1726315789473684
58,0.9090194310499192,2.0462920665740967,0.6480541455160744,0.17473684210526316
59,0.9094267568209046,2.047842264175415,0.6412859560067682,0.17473684210526316
60,0.9185788663712452,2.0480239391326904,0.6401579244218838,0.17894736842105263
61,0.9166586738619775,2.051067590713501,0.6350817822899041,0.18526315789473685
62,0.9049761819422615,2.054281711578369,0.64692611393119,0.18526315789473685
63,0.9066498047607603,2.056389093399048,0.6395939086294417,0.18736842105263157
64,0.8821362945499625,2.057593822479248,0.6452340665538635,0.19157894736842104
65,0.8775174973109181,2.0574233531951904,0.6491821771009588,0.1936842105263158
66,0.8811612688278117,2.0605077743530273,0.6553863508178229,0.19789473684210526
67,0.8763864249814652,2.057408571243286,0.6627185561195713,0.20210526315789473
68,0.858051944236196,2.0574541091918945,0.6717428087986463,0.20210526315789473
69,0.8539860474814551,2.0556042194366455,0.676818950930626,0.20421052631578948
70,0.8555113902148458,2.0518839359283447,0.6847151720248167,0.21052631578947367
71,0.8603681986505408,2.0520553588867188,0.6700507614213198,0.21052631578947367
72,0.8417206015952616,2.0530388355255127,0.6903553299492385,0.21263157894736842
73,0.8471538810762254,2.0525059700012207,0.6762549351381839,0.21473684210526317
74,0.830624915991405,2.0454792976379395,0.688663282571912,0.22736842105263158
75,0.8451007512821965,2.0439720153808594,0.670614777213762,0.22736842105263158
76,0.8217174113301053,2.0404293537139893,0.6892272983643543,0.23157894736842105
77,0.8292151765842191,2.0361435413360596,0.6745628877608573,0.2336842105263158
78,0.8360706427241206,2.038485288619995,0.670614777213762,0.23578947368421052
79,0.8239023189590399,2.0369863510131836,0.6948674562887761,0.24
80,0.8258081549180811,2.042548179626465,0.6920473773265652,0.24
81,0.8158922565568321,2.041144609451294,0.6903553299492385,0.24210526315789474
82,0.8025925538328765,2.0453004837036133,0.7033276931754089,0.24210526315789474
83,0.809768365455494,2.054513692855835,0.7129159616469262,0.24210526315789474
84,0.8112991300600099,2.0604968070983887,0.6931754089114496,0.24210526315789474
85,0.7966264441600979,2.0653209686279297,0.7033276931754089,0.24210526315789474
86,0.7942255672195573,2.0693225860595703,0.7016356457980824,0.24210526315789474
87,0.780581515855999,2.070923328399658,0.709531866892273,0.24210526315789474
88,0.7782223154042175,2.069354295730591,0.7146080090242527,0.24421052631578946
89,0.7931538902294548,2.07275390625,0.7021996615905245,0.2463157894736842
90,0.7757486085466793,2.070908308029175,0.709531866892273,0.2463157894736842
91,0.7725780738724602,2.0724921226501465,0.7168640721940215,0.25473684210526315
92,0.7673260418963984,2.0674655437469482,0.7196841511562324,0.25473684210526315
93,0.7658444000581396,2.0649023056030273,0.7219402143260011,0.25684210526315787
94,0.7641423843166483,2.0641424655914307,0.7151720248166948,0.25894736842105265
95,0.7590129527747127,2.0644443035125732,0.7241962774957699,0.26105263157894737
96,0.7584490864477249,2.061312675476074,0.7202481669486746,0.2631578947368421
97,0.7465434082806346,2.0562965869903564,0.7270163564579808,0.26526315789473687
98,0.7557453011565469,2.0577919483184814,0.7202481669486746,0.26526315789473687
99,0.7460427740436453,2.0586886405944824,0.7354765933446137,0.27157894736842103
100,0.7410282818395676,2.0613884925842285,0.7264523406655387,0.2736842105263158
101,0.7314463448403451,2.06266450881958,0.7382966723068246,0.2736842105263158
102,0.730914543593461,2.0645663738250732,0.7298364354201917,0.2736842105263158
103,0.724890284261257,2.063000202178955,0.7371686407219402,0.27789473684210525
104,0.7305616376027507,2.060960292816162,0.7292724196277496,0.28
105,0.73284368281706,2.0593416690826416,0.7326565143824028,0.2905263157894737
106,0.7252895495545978,2.0614945888519287,0.7416807670614777,0.28842105263157897
107,0.7112280835354994,2.059952735900879,0.7428087986463621,0.29473684210526313
108,0.7102051532275248,2.058790922164917,0.7411167512690355,0.29473684210526313
109,0.7041626229369566,2.0568172931671143,0.7490129723632262,0.29894736842105263
110,0.7194162894962739,2.055314779281616,0.7360406091370558,0.29894736842105263
111,0.7034412618417627,2.055617094039917,0.7428087986463621,0.29894736842105263
112,0.6967971381398829,2.0531983375549316,0.7614213197969543,0.29894736842105263
113,0.679960900286262,2.048259973526001,0.7687535250987028,0.3031578947368421
114,0.6905003984769186,2.0454342365264893,0.7523970671178793,0.3094736842105263
115,0.6894695413899301,2.044950246810913,0.7625493513818387,0.31157894736842107
116,0.6900313477427423,2.04589581489563,0.7535250987027636,0.3136842105263158
117,0.6838522910466655,2.036947011947632,0.7580372250423012,0.32
118,0.6810547798552623,2.0335731506347656,0.7597292724196277,0.32842105263157895
119,0.6746775169730254,2.030956506729126,0.7676254935138184,0.3263157894736842
120,0.6786912660510004,2.026790142059326,0.7540891144952059,0.33263157894736844
121,0.6760749868330012,2.0285065174102783,0.757473209249859,0.33263157894736844
122,0.6734004559586833,2.021122932434082,0.7676254935138184,0.33263157894736844
123,0.6616994498882734,2.02349591255188,0.7732656514382402,0.33263157894736844
124,0.6663703707672416,2.02496337890625,0.7540891144952059,0.33473684210526317
125,0.6534509951625916,2.0301148891448975,0.7805978567399887,0.3368421052631579
126,0.645057697384894,2.0307600498199463,0.7839819514946419,0.3410526315789474
127,0.643268438966948,2.0386109352111816,0.7743936830231246,0.3389473684210526
128,0.6506892246710535,2.0378668308258057,0.7834179357021996,0.3473684210526316
129,0.6488825914487285,2.031662940979004,0.775521714608009,0.3473684210526316
130,0.6449001627794041,2.02595853805542,0.7777777777777778,0.3494736842105263
131,0.6443281756305318,2.0251846313476562,0.7800338409475466,0.35157894736842105
132,0.6332627384257868,2.020932912826538,0.7862380146644106,0.35368421052631577
133,0.62176155654038,2.017225503921509,0.7935702199661591,0.35368421052631577
134,0.6361337537760124,2.015873432159424,0.7879300620417372,0.35578947368421054
135,0.6317403500388049,2.016254186630249,0.79639029892837,0.35578947368421054
136,0.6445231362715053,2.016849994659424,0.7839819514946419,0.35789473684210527
137,0.6121265688523423,2.0163655281066895,0.7907501410039481,0.35789473684210527
138,0.6185635675566383,2.01969051361084,0.787366046249295,0.36
139,0.6063198397136716,2.0182723999023438,0.7924421883812747,0.36
140,0.6155721750625163,2.0173351764678955,0.7969543147208121,0.36210526315789476
141,0.620185683523943,2.015960693359375,0.7907501410039481,0.36210526315789476
142,0.6052597976309125,2.0060346126556396,0.7918781725888325,0.3663157894736842
143,0.6085903665741083,2.0055525302886963,0.8025944726452341,0.3705263157894737
144,0.6019133181136271,2.0010502338409424,0.7986463620981388,0.3726315789473684
145,0.5930822290946586,1.9981032609939575,0.8003384094754653,0.37894736842105264
146,0.6062674077970458,1.997599720954895,0.7969543147208121,0.37894736842105264
147,0.589543536330641,1.9964141845703125,0.8076706147772138,0.38105263157894737
148,0.5798859062735401,1.993609070777893,0.8082346305696559,0.38105263157894737
149,0.5831421211622424,1.9945811033248901,0.8133107727016357,0.38105263157894737
150,0.5875224544379379,1.99326491355896,0.8116187253243091,0.38105263157894737
151,0.58578773544659,1.9901666641235352,0.8104906937394247,0.38105263157894737
152,0.5790434620572696,1.9863743782043457,0.8150028200789622,0.38526315789473686
153,0.5832871284716155,1.9823466539382935,0.8133107727016357,0.3936842105263158
154,0.5896721105083395,1.9814954996109009,0.805414551607445,0.3936842105263158
155,0.5669900951450044,1.9750282764434814,0.8206429780033841,0.3936842105263158
156,0.5738827022064626,1.9744913578033447,0.8161308516638466,0.3936842105263158
157,0.5607187640714026,1.9726521968841553,0.817258883248731,0.3957894736842105
158,0.5732093861193154,1.9699219465255737,0.8076706147772138,0.3957894736842105
159,0.5657683805564132,1.9732296466827393,0.8212069937958263,0.39789473684210525
160,0.5580589255235051,1.9705690145492554,0.826283135927806,0.40210526315789474
161,0.5640102775501653,1.9736837148666382,0.8133107727016357,0.40210526315789474
162,0.5465140631826867,1.9734429121017456,0.8183869148336154,0.40210526315789474
163,0.5484052165645162,1.9773823022842407,0.8285391990975748,0.40210526315789474
164,0.546030965956738,1.9834880828857422,0.8257191201353637,0.40421052631578946
165,0.5523010615366566,1.9946681261062622,0.8166948674562888,0.40421052631578946
166,0.5440822958408341,2.000671625137329,0.8268471517202481,0.40421052631578946
167,0.5395073951534545,2.0033693313598633,0.8257191201353637,0.40421052631578946
168,0.5362574940876172,2.0033364295959473,0.8228990411731528,0.40421052631578946
169,0.5375937967399924,2.0013957023620605,0.8257191201353637,0.4063157894736842
170,0.5625217224807976,2.0025899410247803,0.8121827411167513,0.4063157894736842
171,0.5356354469037365,1.9890238046646118,0.8296672306824591,0.4105263157894737
172,0.5297625827977567,1.9825916290283203,0.8369994359842076,0.4105263157894737
173,0.5311042423713563,1.9739232063293457,0.8166948674562888,0.4105263157894737
174,0.5278573415068267,1.9650015830993652,0.8279751833051325,0.4126315789473684
175,0.5278903512180154,1.9575393199920654,0.8274111675126904,0.4147368421052632
176,0.5285754342302386,1.9511514902114868,0.8358714043993232,0.42105263157894735
177,0.5152256437028389,1.9458776712417603,0.835307388606881,0.42105263157894735
178,0.529320910699073,1.9492783546447754,0.8223350253807107,0.42105263157894735
179,0.5151591669585297,1.940492868423462,0.8268471517202481,0.4231578947368421
180,0.5254256794900458,1.9410858154296875,0.8426395939086294,0.4231578947368421
181,0.5105100674812093,1.940869688987732,0.841511562323745,0.4231578947368421
182,0.5205366683759329,1.9388201236724854,0.8403835307388607,0.4231578947368421
183,0.5067163100702509,1.9421796798706055,0.8510998307952623,0.4231578947368421
184,0.5038018789220112,1.9505374431610107,0.8386914833615341,0.4231578947368421
185,0.5110916689298816,1.9646421670913696,0.8386914833615341,0.4231578947368421
186,0.5066248701913708,1.9698837995529175,0.8409475465313029,0.4231578947368421
187,0.5052335749759018,1.9735854864120483,0.8409475465313029,0.4231578947368421
188,0.5105544707059726,1.9694886207580566,0.8392554991539763,0.42526315789473684
189,0.48716552095835447,1.969665765762329,0.8403835307388607,0.42526315789473684
190,0.49494244745741844,1.9647586345672607,0.8420755781161873,0.42526315789473684
191,0.49312247751933064,1.9603893756866455,0.847151720248167,0.43157894736842106
192,0.48944234343753046,1.9517804384231567,0.8420755781161873,0.4336842105263158
193,0.4884669335965578,1.944433569908142,0.8454596728708403,0.4357894736842105
194,0.49072160681492183,1.9340633153915405,0.8409475465313029,0.44
195,0.49122972967123085,1.9318686723709106,0.8443316412859561,0.4442105263157895
196,0.4927480002109842,1.9322736263275146,0.8375634517766497,0.4442105263157895
